Year,Make,Model,Used/New,Price,ConsumerRating,ConsumerReviews,SellerType,SellerName,SellerRating,SellerReviews,StreetName,State,Zipcode,DealType,ComfortRating,InteriorDesignRating,PerformanceRating,ValueForMoneyRating,ExteriorStylingRating,ReliabilityRating,ExteriorColor,InteriorColor,Drivetrain,MinMPG,MaxMPG,FuelType,Transmission,Engine,VIN,Stock#,Mileage
2021,Audi,A6 55 Premium Plus,Used,"$50,591 ",5,3,Dealer,Audi Creve Coeur,4.6,221,11830 Olive Blvd Creve Coeur,MO,63141,Great,5,5,5,5,5,5,Firmament Blue Metallic,Black,All-wheel Drive,23,31,Gasoline,7-Speed Automatic,2.0L,WAUE3AF23MN047766,MN047766L,16076
2021,Tesla,Model Y Performance,Used,"$74,000 ",4,15,Dealer,"Napleton Hyundai, Genesis of Hazelwood",4.8,1295,649 Dunn Rd Hazelwood,MO,63042,Good,4.1,4.2,4.3,3.7,4.2,3.8,Gray,White / Black,All-wheel Drive,115,106,Electric,1-Speed Automatic,Electric,5YJYGDEFXMF209515,PAM2967,10395
2019,Honda,CR-V EX-L,Used,"$35,573 ",4.8,540,Dealer,Mungenast St. Louis Honda,4.9,2629,5939 S Lindbergh Blvd Saint Louis,MO,63123,Good,4.8,4.8,4.7,4.7,4.8,4.8,Gunmetal Metallic,Gray,All-wheel Drive,27,33,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,5J6RW2H89KL021467,221561A,38276
2019,BMW,X5 xDrive40i,Used,"$52,767 ",4.7,55,Dealer,BMW of Peoria,4.7,394,1720 West Pioneer Parkway Peoria,IL,61615,Fair,5,4.9,4.9,4.4,4.7,4.6,Jet Black,Black,All-wheel Drive,20,26,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,5UXCR6C59KLL35819,W6565A,41603
2020,Ford,Mustang GT,Used,"$62,977 ",4.9,68,Dealer,Fox Valley Motorworks,5,10,8709 Pyott Rd Lake in the Hills,IL,60156,NA,4.8,4.8,4.9,4.8,4.9,4.9,White,Black,Rear-wheel Drive,15,24,Gasoline,10-Speed Automatic,5.0L V8 32V PDI DOHC,1FA6P8CF4L5127089,FM1X0414,13901
2019,BMW,540 i xDrive,BMW Certified,"$45,877 ",4.9,17,Dealer,Bill Jacobs BMW,4.9,3185,2495 Aurora Naperville,IL,60540,Good,4.9,4.9,5,4.6,5,4.8,Imperial Blue Metallic,Canberra Beige,All-wheel Drive,21,29,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,WBAJE7C58KWW18007,F17238,39356
2019,Tesla,Model 3 Performance,Used,"$57,775 ",4.9,33,Dealer,Highline Auto Sales,4.6,327,555 Executive Dr Willowbrook,IL,60527,Great,4.9,4.9,5,4.8,4.9,5,Pearl White Multi,Black,All-wheel Drive,120,112,Electric,1-Speed Automatic,Electric,5YJ3E1EB6KF393182,HL6229,42427
2020,Ford,Fusion Hybrid Titanium,Used,"$29,590 ",5,6,Dealer,AutoNation Toyota Libertyville,4.3,1142,1180 S Milwaukee Ave Libertyville,IL,60048,Fair,5,5,5,5,4.7,5,Magnetic Metallic,–,Front-wheel Drive,43,41,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,3FA6P0RU1LR157185,LR157185,31923
2020,Acura,MDX 3.5L Technology & A-Spec Pkgs,Acura Certified,"$46,890 ",4.9,50,Dealer,McGrath Acura in Morton Grove,4.6,682,9105 Waukegan Road Morton Grove,IL,60025,Great,4.9,4.9,4.9,4.8,4.8,4.9,Performance Red Pearl,Ebony,All-wheel Drive,19,25,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5J8YD4H0XLL032042,PM1413,8955
2018,Dodge,Durango GT,Used,"$33,995 ",4.8,146,Dealer,Berman Chrysler Dodge Jeep Ram,4.6,581,4630 95th Street Oak Lawn,IL,60453,Good,4.9,4.8,4.9,4.5,4.9,4.8,White Knuckle Clearcoat,Black,All-wheel Drive,18,25,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,1C4RDJDG4JC329597,J1116A,61762
2016,Toyota,4Runner Limited,Used,"$35,910 ",4.7,140,Dealer,Romain Cross Pointe Auto Park,4.6,235,7600 E Division St Evansville,IN,47715,Good,4.7,4.6,4.6,4.6,4.8,4.9,Blue,Redwood,Four-wheel Drive,17,21,Gasoline,5-Speed Automatic,4.0L V6 24V MPFI DOHC,JTEBU5JRXG5277092,G5277092,49368
2019,INFINITI,QX80 Luxe,Used,"$46,733 ",4.8,26,Dealer,Ford of Franklin,4.8,1948,1129 Murfreesboro Rd. Franklin,TN,37064,Great,4.8,4.7,4.8,4.7,4.8,4.8,Liquid Platinum,Graphite / Stone,Rear-wheel Drive,14,20,Gasoline,7-Speed Automatic,5.6L V8 32V GDI DOHC,JN8AZ2NF4K9687487,XPF7168,45203
2019,BMW,X5 xDrive40i,Used,"$55,488 ",4.7,55,Dealer,BMW Certified Pre-Owned Nashville,4.5,652,4040 Armory Oaks Drive Nashville,TN,37204,Fair,5,4.9,4.9,4.4,4.7,4.6,Carbon Black Metallic,Black,All-wheel Drive,20,26,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,5UXCR6C51KLL11935,SKLL11935,42055
2020,Subaru,Ascent Touring 7-Passenger,Used,"$42,999 ",4.8,83,Dealer,Landers McLarty Subaru,4.9,510,5790 University Drive Huntsville,AL,35816,Good,4.8,4.8,4.8,4.7,4.9,4.8,Crystal Black Silica,Java Brown,All-wheel Drive,20,26,Gasoline,Automatic CVT,2.4L H4 16V GDI DOHC Turbo,4S4WMARD5L3409992,SP409992,36936
2018,Mercedes-Benz,C-Class C 300,Used,"$29,809 ",4.8,66,Dealer,Tameron Hyundai,4.8,934,1595 Montgomery Hwy S Birmingham,AL,35216,Great,4.8,4.9,4.9,4.7,4.9,4.8,Obsidian Black Metallic,Black,Rear-wheel Drive,24,33,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,55SWF4JB0JU271867,I221092A,37746
2020,Tesla,Model Y Long Range,Used,"$69,000 ",3.7,10,Dealer,Napleton Italian Imports,4.7,105,4180 E 96th St Indianapolis,IN,46240,Great,3.9,3.8,4.1,3.3,3.8,4,White,Black,All-wheel Drive,127,114,Electric,1-Speed Automatic,Electric,5YJYGDEE1LF035940,TAM1868,11382
2019,Honda,Pilot EX-L,Used,"$34,447 ",4.8,223,Dealer,Neil Huffman Honda,4.5,330,1607 Greentree Blvd Clarksville,IN,47131,Good,4.9,4.8,4.7,4.7,4.7,4.8,Crystal Black Pearl,Black,Front-wheel Drive,19,27,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF5H57KB015257,H25717,46832
2018,Jeep,Wrangler Unlimited Sahara,Used,"$42,980 ",4.6,208,Dealer,Monster Motors,4.3,133,4120 Page Ave Michigan Center,MI,49254,Great,4.6,4.7,4.7,4.3,4.9,4.6,Bright White Clearcoat,Black,Four-wheel Drive,17,23,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,1C4HJXEG5JW191220,MC0548,31145
2016,Subaru,Forester 2.5i Touring,Used,"$26,405 ",4.5,156,Dealer,Jeff Schmitt Nissan,4.8,732,725 Alpha Rd Beavercreek,OH,45434,Great,4.5,4.4,4.6,4.6,4.5,4.7,Crystal White Pearl,Gray,All-wheel Drive,24,32,Gasoline,Automatic CVT,2.5L H4 16V MPFI DOHC,JF2SJAXC4GH523725,N220306AA,22828
2015,Jeep,Wrangler Unlimited Sport,Used,"$26,996 ",4.6,138,Dealer,Grand Motorcars Kennesaw,2,31,890 Cobb Place Blvd Kennesaw,GA,30144,Great,4.4,4.5,4.6,4.5,4.8,4.8,Black Clearcoat,Black,Four-wheel Drive,16,21,Gasoline,5-Speed Automatic,3.6L V6 24V MPFI DOHC,1C4BJWDG0FL761814,FL761814,89500
2020,Lexus,RX 350 Base,Used,"$50,430 ",4.8,76,Dealer,Nalley Lexus Galleria,4.6,666,2750 Cobb Pkwy SE Smyrna,GA,30080,Good,4.9,4.8,4.8,4.7,4.8,4.9,Caviar,Parchment,Front-wheel Drive,20,27,Gasoline,8-Speed Automatic,3.5L V6 24V PDI DOHC,2T2HZMAA5LC165829,NLSP200070,17610
2019,Chevrolet,Equinox Premier w/1LZ,Chevrolet Certified,"$28,572 ",4.5,415,Dealer,Dave White Chevrolet,4.6,1605,5880 Monroe St Sylvania,OH,43560,Good,4.6,4.6,4.5,4.4,4.6,4.5,Mosaic Black Metallic,Jet Black,All-wheel Drive,25,30,Gasoline,6-Speed Automatic,1.5L I4 16V GDI DOHC Turbo,2GNAXXEV0K6269985,227911,39996
2019,Volkswagen,Jetta 1.4T S,Used,"$19,982 ",4.5,258,Dealer,Automax Atlanta,4.1,739,5034 Lawrenceville Hwy NW Lilburn,GA,30047,Good,4.5,4.5,4.4,4.5,4.6,4.4,Habanero Orange Metallic,Storm Gray,Front-wheel Drive,30,40,Gasoline,8-Speed Automatic,1.4L I4 16V GDI DOHC Turbo,3VWC57BU9KM033602,23469,50492
2020,Land,Rover Range Rover Evoque SE,Used,"$42,080 ",4.1,16,Dealer,Hennessy Jaguar Land Rover Gwinnett,4.3,156,3423 Old Norcross Rd Duluth,GA,30096,Great,4.6,4.5,3.7,3.7,4.7,3.5,Eiger Grey,Ebony / Ebony,All-wheel Drive,20,27,Gasoline,Automatic,I4,SALZP2FXXLH041270,G4543R,21151
2021,Toyota,4Runner Limited,Toyota Certified,"$50,891 ",4.9,42,Dealer,Toyota of Greenville,4.8,962,2686 Laurens Rd Greenville,SC,29607,Good,5,4.9,4.8,4.9,4.9,4.9,Midnight Black Metallic,Sand Beige,Rear-wheel Drive,16,19,Gasoline,5-Speed Automatic,4.0L V6 24V MPFI DOHC,JTEDU5JRXM5235574,GRTS190231A,19871
2016,Ford,Mustang GT,Used,"$24,995 ",4.7,229,Dealer,BBS AUTO SALES,3.7,7,132 S Sutton Rd Fort Mill,SC,29708,Great,4.6,4.7,4.8,4.7,4.9,4.7,Black,Black,Rear-wheel Drive,15,25,Gasoline,6-Speed Automatic,5.0L V8 32V MPFI DOHC,1FA6P8CF4G5228588,228588,46158
2017,Ford,Focus RS Base,Used,"$37,438 ",4.7,31,Dealer,Huntersville Ford,4.7,1169,13825 Statesville Rd Huntersville,NC,28078,Good,4.3,4.5,4.9,4.7,4.8,4.7,Stealth Gray,Charcoal Black,All-wheel Drive,19,25,Gasoline,6-Speed Manual,2.3L I4 16V GDI DOHC Turbo,WF0DP3THXH4122348,P03396,55777
2021,Honda,Pilot EX-L,Used,"$44,712 ",4.8,63,Dealer,Gainesville Nissan,4.6,257,3915 N Main St Gainesville,FL,32609,Good,4.9,4.7,4.8,4.7,4.7,4.8,White,–,Front-wheel Drive,20,27,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF5H51MB004869,P2995,14547
2018,Alfa,Romeo Stelvio Base,Used,"$26,504 ",4.7,72,Dealer,Alfa Romeo of St. Petersburg,4.9,370,3033 Gandy Boulevard Pinellas Park,FL,33782,Good,4.7,4.5,4.9,4.5,4.8,4.6,Rosso,Black,All-wheel Drive,22,28,Gasoline,8-Speed Automatic,2.0L I4 16V GDI SOHC Turbo,ZASFAKAN5J7B59660,SPJ7B59660,48353
2016,Jaguar,F-TYPE S,Used,"$53,222 ",4.6,35,Dealer,Jaguar Hilton Head,4.6,33,145 Drivers Way Hardeeville,SC,29927,Good,4.6,4.5,4.8,4.3,4.8,4.5,Black Berry,Jet,All-wheel Drive,18,26,Gasoline,8-Speed Automatic,3.0L V6 24V GDI DOHC Supercharged,SAJWJ6BV2G8K31188,G8K31188,17880
2021,Honda,Pilot EX-L,Used,"$34,071 ",4.8,63,Dealer,Westshore Honda,4.6,1085,2522 N Dale Mabry Hwy Tampa,FL,33607,Great,4.9,4.7,4.8,4.7,4.7,4.8,Modern Steel Metallic,Black,Front-wheel Drive,20,27,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF5H59MB019006,B058636A,31649
2020,Ford,EcoSport S,Used,"$8,995 ",4.7,62,Dealer,East Coast Auto Source,2.5,117,4180 Rocky Ford Rd Bedford,VA,24523,NA,4.7,4.8,4.5,4.7,4.8,4.9,Smoke Metallic,Medium Stone,Four-wheel Drive,23,29,Gasoline,6-Speed Automatic,2.0L I4 16V GDI DOHC,MAJ6S3FL0LC391246,H809RFHK,12475
2019,Nissan,Murano SL,Nissan Certified,"$33,821 ",4.9,96,Dealer,Hudson Nissan,4.7,537,7331 Rivers Ave North Charleston,SC,29406,Good,5,4.9,4.8,4.8,4.9,4.8,Gun Metallic,Graphite,Front-wheel Drive,20,28,Gasoline,Automatic CVT,3.5L V6 24V MPFI DOHC,5N1AZ2MJ8KN106223,CP106223,27292
2020,Tesla,Model 3 Performance,Used,"$61,230 ",4.3,16,Dealer,Napleton's Volkswagen of Sanford,4.6,795,4175 S. Orlando Sanford,FL,32773,Great,4.6,4.4,4.6,4,4.2,4.4,White,Black,All-wheel Drive,0,0,Electric,Automatic,Electric,5YJ3E1ECXLF623994,ZLF623994P,45304
2019,BMW,X5 xDrive40i,Used,"$56,438 ",4.7,55,Dealer,Johnson Lexus of Raleigh,4.9,2445,5839 Capital Blvd Raleigh,NC,27616,Fair,5,4.9,4.9,4.4,4.7,4.6,Gray Metallic,Black,All-wheel Drive,20,26,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,5UXCR6C56KLL14040,P10057A,36600
2004,Ford,F-150 XLT SuperCrew,Used,"$7,990 ",4.5,113,Dealer,Alternative Motor Group,5,1,43112 John Mosby Hwy Chantilly,VA,20152,NA,4.5,4.5,4.4,4.5,4.6,4.5,Black,Gray,Four-wheel Drive,14,18,Gasoline,4-Speed Automatic,5.4L V8 24V MPFI SOHC,1FTPW14504FA06473,REA06473,203777
2019,Mazda,CX-5 Grand Touring,Used,"$30,995 ",4.8,230,Dealer,West Herr Mazda of Canandaigua,4.5,77,2337 Rochester Road Canandaigua,NY,14424,Good,4.8,4.8,4.8,4.8,4.9,4.8,Machine Gray Metallic,Black,All-wheel Drive,24,30,Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC,JM3KFBDM8K0616068,AE22V175,15893
2019,Audi,RS 5 2.9T,Used,"$77,895 ",4.8,11,Dealer,Exclusive Automotive Group,4.6,110,45180 Russell Branch Parkway Ashburn,VA,20147,Fair,4.6,4.7,4.8,4.5,5,4.9,Glacier White Metallic,Black / Crescendo Red,All-wheel Drive,18,27,Gasoline,8-Speed Automatic,2.9L V6 24V GDI DOHC Twin Turbo,WUAPWAF5XKA905996,P905996,10505
2019,Mercedes-Benz,AMG GLE 43 4MATIC Coupe,Mercedes-Benz Certified,"$67,800 ",5,10,Dealer,Mercedes-Benz of Chantilly,4.6,905,14841 Stonecroft Center Ct Chantilly,VA,20151,Good,5,5,5,4.8,5,5,Black,Saddle Brown / Black,All-wheel Drive,17,22,Gasoline,9-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,4JGED6EB1KA132975,7220639A,34631
2013,BMW,X3 xDrive28i,Used,"$13,750 ",4.2,82,Dealer,Premier Automotive,3.4,159,17575 Old Stage Coach Rd Dumfries,VA,22026,Great,4.5,4.4,4.3,3.8,4.5,3.8,Jet Black,Beige,All-wheel Drive,21,28,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,5UXWX9C50D0A26980,PA5399,69831
2015,Volkswagen,Golf TSI S 2-Door,Used,"$16,500 ",4.7,71,Dealer,Koons Tysons Toyota,4.4,1445,8610 Leesburg Pike Vienna,VA,22182,Good,4.7,4.8,4.7,4.6,4.7,4.8,Black,Titan Black,Front-wheel Drive,25,37,Gasoline,5-Speed Manual,1.8L I4 16V GDI DOHC Turbo,3VW817AUXFM018180,0222497A,46024
2016,Audi,A7 3.0T Prestige,Used,"$33,995 ",4.7,27,Dealer,Imperial Highline,4.4,13,8201 Leesburg PIke Vienna,VA,22182,Good,4.7,4.6,4.9,4.3,4.9,4.7,White,Black,All-wheel Drive,20,30,Gasoline,8-Speed Automatic,3.0L V6 24V GDI DOHC Supercharged,WAU3GAFC2GN004321,4321,63044
2019,Mercedes-Benz,GLS 450 Base 4MATIC,Used,"$57,427 ",5,10,Dealer,Fitzgerald Buick GMC Rockville,4.5,112,5501 Nicholson Ln Rockville,MD,20852,Good,5,5,5,4.7,5,4.9,White,Espresso Brown,All-wheel Drive,16,22,Gasoline,9-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,4JGDF6EE5KB224021,EM24021,38569
2020,Toyota,Avalon XSE,Used,"$40,591 ",4.9,17,Dealer,Sheehy Toyota of Laurel,3.6,20,8801 Freestate Dr Laurel,MD,20723,Good,5,4.8,4.8,4.6,4.9,4.9,Blue,Black,Front-wheel Drive,22,31,Gasoline,8-Speed Automatic,3.5L V6 24V PDI DOHC,4T1EZ1FB6LU047620,A7179A,4230
2019,Honda,CR-V EX-L,Honda Certified,"$30,495 ",4.8,540,Dealer,AutoNation Honda Miami Lakes,4.7,1891,5925 NW 167th St Miami Lakes,FL,33015,Great,4.8,4.8,4.7,4.7,4.8,4.8,Crystal Black Pearl,–,Front-wheel Drive,28,34,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,5J6RW1H87KA045725,KA045725,21299
2019,Mercedes-Benz,CLA 250 Base,Used,"$28,990 ",4.1,17,Dealer,Doral Lincoln,4.5,923,9000 NW 12th St Doral,FL,33172,Great,3.9,4,4.1,3.9,4.5,4.3,Jupiter Red,Black,Front-wheel Drive,24,37,Gasoline,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,WDDSJ4EB8KN773897,KN773897,32934
2019,Lexus,RX 350 350,Used,"$46,788 ",4.8,102,Dealer,Lexus of North Miami,4.7,2357,14100 Biscayne Blvd North Miami,FL,33181,Good,4.8,4.8,4.8,4.6,4.9,4.8,Nebula Gray Pearl,Gray,Front-wheel Drive,20,28,Gasoline,8-Speed Automatic,3.5L V6 24V PDI DOHC,2T2ZZMCA3KC137222,22346301,10187
2020,BMW,X3 xDrive30i,Used,"$43,052 ",4.9,51,Dealer,Circle BMW,4.9,2965,500 NJ-36 Eatontown,NJ,7724,Good,5,4.9,4.9,4.7,4.9,4.9,Phytonic Blue Metallic,Cognac,All-wheel Drive,24,29,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,5UXTY5C03LLT35463,U4140,18570
2019,BMW,330 i xDrive,Used,"$29,595 ",4.9,30,Dealer,INFINITI of Englewood,3.7,21,60 Rockwood Place ENGLEWOOD,NJ,7631,Great,4.9,4.9,5,4.6,4.9,4.9,Black Sapphire Metallic,Canberra Beige,All-wheel Drive,25,34,Gasoline,8-SPEED A/T,4 Cylinder Engine,3MW5R7J55K8B02706,K8B02706,55246
2019,Mercedes-Benz,S-Class S 560 4MATIC,Used,"$52,998 ",4.6,14,Dealer,Best Auto Outlet,3.8,77,239-50 Jamaica Ave Floral Park,NY,11001,Great,5,4.8,4.4,4.4,4.7,4.3,Black,Brown,All-wheel Drive,17,27,Gasoline,9-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo,WDDUG8GB9KA476401,476401,58661
2019,Subaru,Crosstrek 2.0i Premium,Used,"$25,999 ",4.7,205,Dealer,DELLA Mitsubishi,4.6,85,7 Della Dr Plattsburgh,NY,12901,Great,4.7,4.7,4.6,4.7,4.8,4.8,Sunshine Orange,Gray,All-wheel Drive,27,33,Gasoline,Automatic CVT,2.0L H4 16V GDI DOHC,JF2GTAEC8K8335110,646,15207
2018,Honda,Accord Touring 2.0T,Used,"$31,500 ",4.8,652,Dealer,DELLA Mitsubishi,4.6,85,7 Della Dr Plattsburgh,NY,12901,Good,4.8,4.8,4.7,4.7,4.8,4.8,Crystal Black Pearl,Black,Front-wheel Drive,22,32,Gasoline,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,1HGCV2F94JA049814,220340A,30424
2019,BMW,540 i xDrive,Used,"$39,950 ",4.9,17,Dealer,26 Motors Long Island,3.7,56,1305 Hempstead Tpke Elmont,NY,11003,Good,4.9,4.9,5,4.6,5,4.8,White,Cognac,All-wheel Drive,21,29,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,WBAJE7C53KWD53905,HD53905,35135
2020,BMW,X3 xDrive30i,BMW Certified,"$42,888 ",4.9,51,Dealer,Rallye BMW,4.8,6595,1 Brush Hollow Rd Westbury,NY,11590,Good,5,4.9,4.9,4.7,4.9,4.9,Glacier Silver Metallic,Black,All-wheel Drive,24,29,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,5UXTY5C08LLT35250,U38387,30607
2020,GMC,Sierra 1500 Elevation,Used,"$39,999 ",4.8,66,Dealer,Key Chevrolet Buick GMC Cadillac of Burlington,4.4,166,1675 Shelburne Road South Burlington,VT,5403,Great,4.9,4.8,4.8,4.7,4.9,4.7,Summit White,Black,Four-wheel Drive,19,22,Gasoline,8-Speed Automatic,2.7L I4 16V GDI DOHC Turbo,1GTR9CEK2LZ333969,CP640,32063
2011,Volkswagen,Jetta SE,Used,"$5,999 ",4.4,129,Dealer,Prime Wheels LLC,3.7,27,200 S. Main St East Windsor,CT,6088,Great,4.4,4.3,4.3,4.5,4.6,4.4,Gold,Titan Black,Front-wheel Drive,24,31,Gasoline,6-Speed Automatic,2.5L I5 20V MPFI DOHC,3VWDZ7AJ1BM371012,371012,147905
2012,Volkswagen,Tiguan SE,Used,"$10,995 ",4.5,53,Dealer,Central A/S LLC,3.4,21,179 S Main St East Windsor,CT,6088,Fair,4.4,4.6,4.5,4.5,4.6,4.5,Gray,Black,All-wheel Drive,21,27,Gasoline,6-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WVGBV7AX5CW000863,863,110521
2016,BMW,X3 xDrive28i,Used,"$25,985 ",4.6,56,Dealer,Champagne Motorcar Co.,4.7,190,106 Storrs Rd Willimantic,CT,6226,Good,4.7,4.6,4.6,4.3,4.8,4.8,Sparkling Brown Metallic,Sand Beige,All-wheel Drive,21,28,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,5UXWX9C58G0D91668,U5674,52911
2019,Toyota,Corolla SE,Used,"$23,998 ",4.8,167,Dealer,CarMax Manchester - Now offering Curbside Pickup,1,2,300 Keller St Manchester,NH,3103,Good,4.8,4.7,4.7,4.7,4.8,4.9,Silver,Black,Front-wheel Drive,28,35,Gasoline,Automatic CVT,1.8L I4 16V MPFI DOHC,2T1BURHE0KC212598,22585697,25883
2019,MINI,Convertible Cooper,Used,"$26,975 ",4.7,11,Dealer,Imotobank,3.1,7,4-8 Industrial Rd Walpole,MA,2081,Good,4.5,4.6,4.7,4.7,4.8,4.9,Blue,Black,Front-wheel Drive,28,37,Gasoline,6-Speed Automatic,1.5L I3 12V GDI DOHC Turbo,WMWWG5C56K3H09284,S81,14164
2020,Audi,Q5 45 Premium,Used,"$37,900 ",4.8,30,Dealer,Audi Downtown LA,4.8,581,1900 S Figueroa St Los Angeles,CA,90007,Great,4.8,4.7,4.9,4.7,4.8,4.7,Manhattan Gray Metallic,Black,All-wheel Drive,22,28,Gasoline,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,WA1ANAFY5L2013855,ZA0013855P,17613
2018,Mazda,Mazda3 Sport,Used,"$18,807 ",4.8,206,Dealer,LAX Automotive,4.8,124,1030 W Manchester Blvd Inglewood,CA,90301,Great,4.8,4.8,4.8,4.8,4.8,4.9,Soul Red Metallic,Black,Front-wheel Drive,28,37,Gasoline,6-Speed Automatic,2.0L I4 16V GDI DOHC,3MZBN1U76JM234887,PL3486,31859
2019,Alfa,Romeo Stelvio Ti Sport,Used,"$34,495 ",4.6,25,Dealer,AutoNation Ford Torrance,4.5,954,3111 Pacific Coast Hwy Torrance,CA,90505,Good,4.6,4.4,4.7,4.6,4.8,4.5,Rosso,Sport,All-wheel Drive,22,28,Gasoline,8-Speed Automatic,2.0L I4 16V GDI SOHC Turbo,ZASPAKBN0K7C41638,K7C41638,48303
2017,Kia,Sorento LX,Used,"$18,995 ",4.8,488,Dealer,Norm Reeves Hyundai Superstore,4.8,2118,10901 East 183rd St Cerritos,CA,90703,Great,4.8,4.8,4.7,4.8,4.8,4.8,Platinum Graphite,Satin Black,Front-wheel Drive,21,28,Gasoline,6-Speed Automatic,2.4L I4 16V GDI DOHC,5XYPG4A37HG195241,HG159241,84113
2018,Audi,Q5 2.0T Premium Plus,Used,"$34,998 ",4.7,181,Dealer,CarMax Murrieta - Now offering Curbside Pickup and Home Delivery,3.3,3,25560 Madison Ave Murrieta,CA,92562,Great,4.7,4.7,4.7,4.4,4.7,4.6,Brilliant Black,Black,All-wheel Drive,23,27,Gasoline,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,WA1BNAFY5J2150277,22338967,25217
2019,Audi,A6 55 Premium Plus,Used,"$46,177 ",4.6,23,Dealer,AutoNation Volkswagen Las Vegas,4.7,662,6375 W Sahara Ave Las Vegas,NV,89146,Good,4.7,4.8,4.6,4.3,5,4.5,Mythos Black Metallic,Black,All-wheel Drive,22,29,Hybrid,7-Speed Automatic with Auto-Shift,3.0L V6 24V GDI DOHC Turbo Hybrid,WAUL2AF29KN023866,KN023866,18698
2018,Ford,Edge Sport,Ford Certified,"$33,998 ",4.8,232,Dealer,James Ford,4.7,186,100 Seymour St Half Moon Bay,CA,94019,Fair,4.9,4.8,4.8,4.6,4.8,4.8,BURGUNDY VELVET,Ebony,All-wheel Drive,17,24,Gasoline,6-SPEED A/T,V6 Cylinder Engine,2FMPK4AP2JBC20814,P8492,17166
2020,Acura,MDX 3.5L w/Technology Package,Used,"$42,999 ",4.9,50,Dealer,Lexus of Serramonte,4.8,775,700 Serramonte Blvd Colma,CA,94014,Great,4.9,4.9,4.9,4.8,4.8,4.9,Majestic Black Pearl,Ebony,Front-wheel Drive,20,27,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5J8YD3H57LL002485,SLL002485,19860
2019,BMW,X1 sDrive28i,Used,"$31,998 ",4.7,17,Dealer,BMW of San Francisco,4.4,197,1675 Howard St San Francisco,CA,94103,Good,4.8,4.6,4.8,4.7,4.8,4.6,Mineral White Metallic,Oyster / Black,Front-wheel Drive,23,32,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WBXHU7C55K3H46295,5K3H46295T,14335
2016,Lexus,NX 200t Base,Used,"$28,998 ",4.9,66,Dealer,CarMax Phoenix-West Valley - Now offering Curbside Pickup,3.3,7,1041 N 99th Ave Tolleson,AZ,85353,Good,4.9,4.8,4.9,4.7,4.9,5,Blue,Black,Front-wheel Drive,22,28,Gasoline,6-Speed Automatic,2.0L I4 16V PDI DOHC Turbo,JTJYARBZ4G2025995,22723296,38088
2021,Ford,Explorer XLT,Used,"$45,989 ",4.8,61,Dealer,Corwin Ford,4.7,764,5707 E Gate Blvd Nampa,ID,83687,Good,4.9,4.8,4.9,4.8,4.9,4.8,Iconic Silver Metallic,Ebony With Light Slate Uppers,Four-wheel Drive,20,27,Gasoline,Automatic,Intercooled Turbo Premium Unleaded I-4 2.3 L/140,1FMSK8DH4MGA83135,2A83135,14026
2014,Jeep,Cherokee Trailhawk,Used,"$21,594 ",4.2,315,Dealer,AutoNation Chrysler Jeep Broadway,4.4,999,5445 S Broadway Littleton,CO,80121,Good,4.5,4.5,4,4,4.5,3.9,Anvil Clearcoat,–,Four-wheel Drive,19,25,Gasoline,9-Speed Automatic,3.2L V6 24V MPFI DOHC,1C4PJMBS0EW188203,EW188203,61908
